commune_code,commune_name,last_name,first_name,gender,party_code,list_name,votes,elected,P14_POP,pct_female,pct_male,pct_age_0_14,pct_age_15_29,pct_age_30_44,pct_age_45_59,pct_age_60_74,pct_age_75_plus
01004,Amb�rieu-en-Bugey,EXPOSITO,Josiane,F,LDVG,AMBERIEU AMBITION,949,True,14022.0,51.64,48.36,19.92,19.95,20.01,18.18,12.92,9.02
01004,Amb�rieu-en-Bugey,PIDOUX,Catherine,F,LDVG,VIVONS NOTRE VILLE,741,True,14022.0,51.64,48.36,19.92,19.95,20.01,18.18,12.92,9.02
01004,Amb�rieu-en-Bugey,FABRE,Daniel,M,LDVD,PAROLE  AUX AMBARROIS,2678,True,14022.0,51.64,48.36,19.92,19.95,20.01,18.18,12.92,9.02
01007,Ambronay,LEVRAT,Gis�le,F,LDVG,AMBRONAY POUR TOUS,610,True,2570.0,51.01,48.99,22.28,15.75,20.8,20.29,13.29,7.59
01007,Ambronay,FOURNIER,Gabriel,M,LDVD,AMBRONAY Demain,153,True,2570.0,51.01,48.99,22.28,15.75,20.8,20.29,13.29,7.59
01007,Ambronay,MANCUSO,Vincent,M,LDVD,AGIR ENSEMBLE POUR L'AVENIR D'AMBRONAY,541,True,2570.0,51.01,48.99,22.28,15.75,20.8,20.29,13.29,7.59
01034,Belley,FOGNINI,Jean-Marc,M,LSOC,CONTINUONS BELLEY ENSEMBLE,1936,True,8983.0,52.85,47.15,18.72,16.17,17.48,18.9,15.23,13.5
01034,Belley,JIMENEZ,Christian,M,LDVD,BELLEY NOUVEL HORIZON 2014,2029,True,8983.0,52.85,47.15,18.72,16.17,17.48,18.9,15.23,13.5
01160,Ferney-Voltaire,MEYLAN,Fran�ois,M,LDVG,FERNEY AVENIR 2014,1056,True,9337.0,52.11,47.89,18.92,19.5,25.47,19.29,11.17,5.65
01160,Ferney-Voltaire,RAPHOZ,Daniel,M,LDVD,FERNEY-VOLTAIRE VALEURS COMMUNES,1075,True,9337.0,52.11,47.89,18.92,19.5,25.47,19.29,11.17,5.65
01185,Hauteville-Lompnes,JOLY,Fabienne,F,LDVG,VALORISONS ENSEMBLE NOS RICHESSES,515,True,3829.0,51.82,48.18,12.47,15.25,14.96,19.79,18.98,18.56
01185,Hauteville-Lompnes,ARGENTI,Bernard,M,LUDI,OSONS L'AVENIR,815,True,3829.0,51.82,48.18,12.47,15.25,14.96,19.79,18.98,18.56
01194,Jassans-Riottier,REVERCHON,Jean-Pierre,M,LDIV,UN SOUFFLE NOUVEAU POUR JASSANS,1538,True,6222.0,52.08,47.92,19.2,16.67,17.76,21.2,14.82,10.34
01194,Jassans-Riottier,FOURNET,Jacqueline,F,LDVD,Agissons ensemble pour demain,1171,True,6222.0,52.08,47.92,19.2,16.67,17.76,21.2,14.82,10.34
01249,Miribel,GIRON,Andr�,M,LDVG,L'EVEIL DE MIRIBEL,231,False,9425.0,51.08,48.92,20.78,17.61,19.87,20.31,12.45,8.99
01249,Miribel,VIRICEL,Sylvie,F,LDVG,MIRIBEL COMME VOUS L'AIMEZ,1771,True,9425.0,51.08,48.92,20.78,17.61,19.87,20.31,12.45,8.99
01249,Miribel,GAITET,Jean-Pierre,M,LDVD,UN RENOUVEAU POUR MIRIBEL,1679,True,9425.0,51.08,48.92,20.78,17.61,19.87,20.31,12.45,8.99
01262,Montluel,BERNARD,Jacky,M,LSOC,"Osons Montluel, ville d'avenir",1210,True,7036.0,51.71,48.29,21.2,19.35,20.14,18.78,12.08,8.45
01262,Montluel,DAUBIE,Romain,M,LDVD,VIVONS MONTLUEL ENSEMBLE,1577,True,7036.0,51.71,48.29,21.2,19.35,20.14,18.78,12.08,8.45
01263,Montmerle-sur-Sa�ne,CAMPION,Alain,M,LDVD,MONTMERLE HORIZON 2020,860,True,3811.0,50.48,49.52,20.26,14.91,18.31,21.57,14.39,10.57
01263,Montmerle-sur-Sa�ne,LAMURE,Rapha�l,M,LDVD,MONTMERLE AVEC VOUS,869,True,3811.0,50.48,49.52,20.26,14.91,18.31,21.57,14.39,10.57
01290,P�rouges,VERNAY,Paul,M,LVEC,PEROUGES POUR TOUS,290,True,1206.0,51.2,48.8,16.34,15.31,17.15,23.15,16.9,11.15
01290,P�rouges,BOINON,Philippe,M,LDIV,"PEROUGES, L'EXPERIENCE AUTREMENT",219,True,1206.0,51.2,48.8,16.34,15.31,17.15,23.15,16.9,11.15
01290,P�rouges,MARCOU,Claude,M,LDVD,"PEROUGES, TRADITION ET MODERNITE",171,True,1206.0,51.2,48.8,16.34,15.31,17.15,23.15,16.9,11.15
01303,Poncin,MERMET,Jacques,M,LDIV,PONCIN AU QUOTIDIEN,164,True,1681.0,49.73,50.27,21.37,15.97,18.22,20.19,13.95,10.29
01303,Poncin,TRAVARD,Jo�l,M,LDIV,PONCIN DEMAIN,266,True,1681.0,49.73,50.27,21.37,15.97,18.22,20.19,13.95,10.29
01303,Poncin,GIROUX,Jean-Michel,M,LDVD,UNIS POUR PONCIN,392,True,1681.0,49.73,50.27,21.37,15.97,18.22,20.19,13.95,10.29
01314,Priay,THEVEAUX,G�rard,M,LDIV,Vivre � Priay,404,True,1666.0,50.75,49.25,22.24,16.96,21.01,20.7,11.56,7.53
01314,Priay,FAVIER,Jean-Louis,M,LDVD,EQUILIBRE et DYNAMISME pour PRIAY,372,True,1666.0,50.75,49.25,22.24,16.96,21.01,20.7,11.56,7.53
01371,Saint-Marcel,NOUET,Jacky,M,LDVG,BIEN VIVRE ENSEMBLE A SAINT MARCEL EN DOMBES,173,True,1350.0,48.71,51.29,23.96,20.15,21.47,22.47,8.66,3.29
01371,Saint-Marcel,PETRONE,Dominique,M,LDIV,"UN VILLAGE, UNE EQUIPE, UN MAIRE",286,True,1350.0,48.71,51.29,23.96,20.15,21.47,22.47,8.66,3.29
01371,Saint-Marcel,DUSSAUGE,Thierry,M,LDVD,GENERATIONS SAINT MARCEL,134,True,1350.0,48.71,51.29,23.96,20.15,21.47,22.47,8.66,3.29
02173,Chauny,HEREDIA,Francis,M,LUG,UN AVENIR POUR CHAUNY,855,True,11897.0,53.05,46.95,18.39,18.46,17.79,19.06,15.38,10.92
02173,Chauny,LALONDE,Marcel,M,LDVD,Action pour l'Avenir de Chauny,2246,True,11897.0,53.05,46.95,18.39,18.46,17.79,19.06,15.38,10.92
02173,Chauny,AGOUTIN,V�ronique,F,LFN,CHAUNY FAIT FRONT,921,True,11897.0,53.05,46.95,18.39,18.46,17.79,19.06,15.38,10.92
02307,La Fert�-Milon,LE FRERE-LETOFFE,C�line,F,LDIV,L'UNION DU BON SENS POUR ENTREPRENDRE,525,True,2147.0,51.3,48.7,18.68,16.8,19.0,19.12,15.55,10.86
02307,La Fert�-Milon,CLEMENT,Jean-Marc,M,LDVD,NOUVEL ELAN MILONAIS,488,True,2147.0,51.3,48.7,18.68,16.8,19.0,19.12,15.55,10.86
02334,Fresnoy-le-Grand,DUPUY,Patrick,M,LDVD,A VOTRE �COUTE ENSEMBLE OSONS,530,True,2973.0,51.33,48.67,20.33,16.09,17.4,20.45,15.76,9.97
02334,Fresnoy-le-Grand,FLAMANT,Pierre,M,LDVD,Un autre choix pour Fresnoy,880,True,2973.0,51.33,48.67,20.33,16.09,17.4,20.45,15.76,9.97
02340,Gauchy,CAPPELE,Jean-Claude,M,LDVG,Avec vous et pour vous continuons � construire le Gauchy de demain,1189,True,5343.0,52.33,47.67,18.31,16.2,16.94,21.37,17.02,10.16
02340,Gauchy,GILLIARD,Philip,M,LDVG,Renouveau a Gauchy,194,True,5343.0,52.33,47.67,18.31,16.2,16.94,21.37,17.02,10.16
02340,Gauchy,WEBER,Jean-Marc,M,LDVD,Gauchy une Mairie pour Tous,1431,True,5343.0,52.33,47.67,18.31,16.2,16.94,21.37,17.02,10.16
02397,Jussy,GONDRY,Jean-Marie,M,LDIV,UNION POUR JUSSY,365,True,1217.0,50.53,49.47,20.59,18.12,21.07,19.39,13.15,7.68
02397,Jussy,BETEMS,Fr�d�rique,F,LDVD,Tous ensemble pour Jussy,285,True,1217.0,50.53,49.47,20.59,18.12,21.07,19.39,13.15,7.68
02722,Soissons,DAY,Patrick,M,LUG,EN AVANT SOISSONS AVEC PATRICK DAY,3870,True,28290.0,53.74,46.26,18.4,18.69,17.82,18.92,14.63,11.54
02722,Soissons,CREMONT,Alain,M,LDVD,POUR SOISSONS CHANGEONS DE CAP,4370,True,28290.0,53.74,46.26,18.4,18.69,17.82,18.92,14.63,11.54
02722,Soissons,CHASSAGNOUX,Emmanuel,M,LFN,SOISSONS FAIT FRONT,1353,True,28290.0,53.74,46.26,18.4,18.69,17.82,18.92,14.63,11.54
02810,Villers-Cotter�ts,PRUSKI,Jean-Claude,M,LDIV,"TOUS ENSEMBLE, CONTINUONS",1554,True,10892.0,50.36,49.64,20.42,19.06,19.41,20.1,13.15,7.87
02810,Villers-Cotter�ts,GERVAIS,Jean-Claude,M,LDVD,Villers C'est Vous,1067,True,10892.0,50.36,49.64,20.42,19.06,19.41,20.1,13.15,7.87
02810,Villers-Cotter�ts,BRIFFAUT,Franck,M,LFN,VILLERS-COTTER�TS FAIT FRONT,1862,True,10892.0,50.36,49.64,20.42,19.06,19.41,20.1,13.15,7.87
03001,Abrest,MINARD,Fernand,M,LDVG,"Pour un d�veloppement harmonieux d'Abrest, avec les Abrestois",530,True,2847.0,51.21,48.79,18.97,13.95,18.38,21.49,16.95,10.27
03001,Abrest,MONTAGNER,Patrick,M,LDVG,ABREST POUR VOUS AVEC NOUS,604,True,2847.0,51.21,48.79,18.97,13.95,18.38,21.49,16.95,10.27
03001,Abrest,BOURGOUGNON,Daniel,M,LDVD,Un nouveau souffle pour Abrest,275,True,2847.0,51.21,48.79,18.97,13.95,18.38,21.49,16.95,10.27
03082,Commentry,BOURDIER,Sylvain,M,LDVG,COMMENTRY POUR TOUS,1336,True,6395.0,52.81,47.19,13.6,13.26,15.05,20.82,20.92,16.35
03082,Commentry,RIBOULET,Claude,M,LUD,Commentry de toutes nos forces !,1854,True,6395.0,52.81,47.19,13.6,13.26,15.05,20.82,20.92,16.35
03095,Cusset,SEMET,Pascale,F,LUG,Cusset : c'est ensemble et avec vous,1578,True,13386.0,54.36,45.64,15.46,15.76,15.53,20.33,18.1,14.82
03095,Cusset,CH�GUT,Jean-Yves,M,LDVG,"Rassembl�s pour Cusset, une gauche citoyenne",1202,True,13386.0,54.36,45.64,15.46,15.76,15.53,20.33,18.1,14.82
03095,Cusset,LALOY,Jean-S�bastien,M,LUD,Cusset dynamique- Rassemblement de la Droite r�publicaine et du Centre,2574,True,13386.0,54.36,45.64,15.46,15.76,15.53,20.33,18.1,14.82
03095,Cusset,COUTURE,Arnaud,M,LFN,Cusset bleu marine,503,True,13386.0,54.36,45.64,15.46,15.76,15.53,20.33,18.1,14.82
03103,Le Donjon,LABBE,Guy,M,LSOC,"LE DONJON ""AUTREMENT",294,True,1076.0,52.65,47.35,12.65,9.43,12.98,20.5,21.21,23.22
03103,Le Donjon,CHARTIER,Jeannine,F,LDVG,"ENSEMBLE, AVEC VOUS, POUR LE DONJON",160,True,1076.0,52.65,47.35,12.65,9.43,12.98,20.5,21.21,23.22
03103,Le Donjon,CASSO,R�gis,M,LDIV,LE RENOUVEAU DONJONNAIS,203,True,1076.0,52.65,47.35,12.65,9.43,12.98,20.5,21.21,23.22
03275,Souvigny,BLANCHON,Pascal,M,LDVG,"Souvigny autrement, Souvigny passionn�ment",393,True,1865.0,51.58,48.42,16.31,15.18,15.71,20.28,16.6,15.92
03275,Souvigny,ALBUCHER,Jean-Claude,M,LDVD,"UNIS, AGISSONS POUR L'AVENIR DE SOUVIGNY",412,True,1865.0,51.58,48.42,16.31,15.18,15.71,20.28,16.6,15.92
03275,Souvigny,FLEURY,R�my,M,LDVD,Souvigny - Ensemble Entreprenons,300,True,1865.0,51.58,48.42,16.31,15.18,15.71,20.28,16.6,15.92
03297,Vallon-en-Sully,KEMIH,Mohammed,M,LDVG,POURSUIVONS AVEC VOUS LE DYNAMISME DE VALLON,422,True,1635.0,52.57,47.43,13.78,11.86,14.0,20.58,20.06,19.73
03297,Vallon-en-Sully,JONIN,Jacques,M,LDVD,VIVRE TOUS ENSEMBLE A VALLON,486,True,1635.0,52.57,47.43,13.78,11.86,14.0,20.58,20.06,19.73
03321,Yzeure,CABANNE,Jacques,M,LFG,"Avec nous Yzeure, c'est vous",1650,True,13069.0,51.91,48.09,15.71,14.14,16.27,22.12,18.61,13.16
03321,Yzeure,PERRIN,Pascal,M,LSOC,"Yzeure, continuons l'action",2659,True,13069.0,51.91,48.09,15.71,14.14,16.27,22.12,18.61,13.16
03321,Yzeure,SAMZUN,Michel,M,LDVD,Yzeure autrement,1930,True,13069.0,51.91,48.09,15.71,14.14,16.27,22.12,18.61,13.16
04070,Digne-les-Bains,GRANET,Patricia,F,LDVG,OSONS DIGNE LES BAINS,3777,True,16304.0,53.5,46.5,15.56,16.89,16.42,20.21,17.02,13.9
04070,Digne-les-Bains,BARBERO,Christian,M,LUMP,ALTERNATIVE DIGNE LES BAINS,1577,True,16304.0,53.5,46.5,15.56,16.89,16.42,20.21,17.02,13.9
04070,Digne-les-Bains,BAUDOUI-MAUREL,Marie-Anne,F,LFN,LES DIGNOIS D'ABORD,2685,True,16304.0,53.5,46.5,15.56,16.89,16.42,20.21,17.02,13.9
04094,Gr�oux-les-Bains,AUDAN,Paul,M,LDVD,"POUR GREOUX, CONTINUONS ENSEMBLE",997,True,2645.0,53.37,46.63,16.66,12.7,16.05,19.7,19.32,15.57
04094,Gr�oux-les-Bains,VIDAL,Philippe,M,LDVD,GREOUX C'EST VOUS,857,True,2645.0,53.37,46.63,16.66,12.7,16.05,19.7,19.32,15.57
04096,Jausiers,BOURQUEROD,Fr�d�ric,M,LDVG,Jausiers en devenir,124,True,1134.0,50.09,49.91,17.01,12.98,18.75,21.15,17.62,12.49
04096,Jausiers,GILLY,Lucien,M,LDVG,J'aime Jausiers,272,True,1134.0,50.09,49.91,17.01,12.98,18.75,21.15,17.62,12.49
04096,Jausiers,PELLOUX,Jacques,M,LDVD,"Jausiers avec vous, pour vous",224,True,1134.0,50.09,49.91,17.01,12.98,18.75,21.15,17.62,12.49
04116,Les M�es,EYMARD,Max,M,LSOC,AGIR AUX MEES,617,True,3629.0,53.0,47.0,18.56,16.37,18.42,19.66,15.73,11.27
04116,Les M�es,PAUL,G�rard,M,LUG,CONTINUONS VERS L'AVENIR - LISTE DE RASSEMBLEMENT DES FORCES DE GAUCHE ET DE PROGRES,866,True,3629.0,53.0,47.0,18.56,16.37,18.42,19.66,15.73,11.27
04116,Les M�es,PROUST,Brigitte,F,LDVD,OUVERTURE VERS L'AVENIR,252,True,3629.0,53.0,47.0,18.56,16.37,18.42,19.66,15.73,11.27
04143,Oraison,VALENTI,Paola,F,LSOC,ORAISON GAGNANT,646,True,5792.0,53.25,46.75,16.31,14.03,16.5,19.0,18.16,16.0
04143,Oraison,VITTENET,Michel,M,LUDI,ORAISON POUR TOUS,1425,True,5792.0,53.25,46.75,16.31,14.03,16.5,19.0,18.16,16.0
04143,Oraison,AUBERT,Ghislaine,F,LFN,ORAISON BLEU MARINE,752,True,5792.0,53.25,46.75,16.31,14.03,16.5,19.0,18.16,16.0
04149,Peyruis,VIVOS,Patrick,M,LDVG,Liste d'union pour le mieux vivre � Peyruis,905,True,2829.0,49.84,50.16,18.45,15.98,18.04,20.73,16.23,10.57
04149,Peyruis,CAPARROS FERNANDEZ,Simon,M,LDVD,PASSION POUR PEYRUIS,687,True,2829.0,49.84,50.16,18.45,15.98,18.04,20.73,16.23,10.57
04152,Pierrevert,CHAUMONT,Sylviane,F,LDVG,SERVIR PIERREVERT,1042,True,3690.0,51.26,48.74,16.48,12.28,16.1,22.95,20.26,11.93
04152,Pierrevert,MILLE,Andr�,M,LUMP,Ensemble - le bon sens pour Pierrevert,1086,True,3690.0,51.26,48.74,16.48,12.28,16.1,22.95,20.26,11.93
04152,Pierrevert,VENET,Evelyne,F,LDVD,A L'ECOUTE DES PIERREVERDANTS,230,True,3690.0,51.26,48.74,16.48,12.28,16.1,22.95,20.26,11.93
04160,Reillanne,BRESSANGE,Philippe,M,LPG,REILLANNE CITOYENNE ET SOLIDAIRE,300,True,1589.0,51.65,48.35,16.79,12.91,16.43,19.82,20.85,13.19
04160,Reillanne,BERNARD,Robert,M,LDVG,L'AVENIR DE REILLANNE,316,True,1589.0,51.65,48.35,16.79,12.91,16.43,19.82,20.85,13.19
04160,Reillanne,BAPTISTE,Christine,F,LDVD,Unis pour Reillanne,376,True,1589.0,51.65,48.35,16.79,12.91,16.43,19.82,20.85,13.19
04166,Riez,BONDIL,Claude,M,LDVG,RIEZOIS AGISSONS ENSEMBLE,535,True,1825.0,54.08,45.92,15.1,12.72,15.05,19.23,21.19,16.7
04166,Riez,BIANCHI,Christophe,M,LDVD,RIEZ AUTREMENT,584,True,1825.0,54.08,45.92,15.1,12.72,15.05,19.23,21.19,16.7
04230,Valensole,CHASPOUL,Maurice,M,LDVG,VALENSOLE DE COEUR ET DE RAISON,578,True,3206.0,50.81,49.19,16.67,14.06,16.88,21.0,17.38,14.02
04230,Valensole,AURRIC,G�rard,M,LDVD,VIVRE VALENSOLE,1035,True,3206.0,50.81,49.19,16.67,14.06,16.88,21.0,17.38,14.02
05023,Brian�on,FROMM,G�rard,M,LSOC,Toujours unis pour Brian�on,2774,True,12392.0,50.77,49.23,18.44,16.9,19.92,20.53,14.0,10.21
05023,Brian�on,GRYZKA,Romain,M,LDVD,Croire en Brian�on,2488,True,12392.0,50.77,49.23,18.44,16.9,19.92,20.53,14.0,10.21
05061,Gap,EYRAUD,Jean-Claude,M,LFG,Tous capables G.A.U.C.H.E.,1760,True,40225.0,52.74,47.26,17.55,16.9,17.44,20.07,15.87,12.18
05061,Gap,BLANC,Guy,M,LDVG,Bien Vivre A Gap,1337,True,40225.0,52.74,47.26,17.55,16.9,17.44,20.07,15.87,12.18
05061,Gap,JAUSSAUD,Bernard,M,LDVG,Gap @venir 2014,4224,True,40225.0,52.74,47.26,17.55,16.9,17.44,20.07,15.87,12.18
05061,Gap,DIDIER,Roger,M,LDVD,GAP DEVANT,8381,True,40225.0,52.74,47.26,17.55,16.9,17.44,20.07,15.87,12.18
05070,Laragne-Mont�glin,REYNIER,Jean-Michel,M,LDVG,Laragne-Mont�glin demain,504,True,3480.0,55.4,44.6,13.48,13.2,15.87,19.98,18.73,18.74
05070,Laragne-Mont�glin,MARTINEZ,Henriette,F,LUMP,Rassembler pour agir,836,True,3480.0,55.4,44.6,13.48,13.2,15.87,19.98,18.73,18.74
05070,Laragne-Mont�glin,JOANNET,Michel,M,LDVD,Ensemble pour Laragne-Mont�glin,746,True,3480.0,55.4,44.6,13.48,13.2,15.87,19.98,18.73,18.74
05139,Le D�voluy,BERNARD,Jean-Marie,M,LDVD,UNIS POUR LE DEVOLUY,412,True,1006.0,46.82,53.18,14.73,15.19,21.07,23.76,16.07,9.18
05139,Le D�voluy,MICHEL,Thomas,M,LDVD,"DEMAIN, LE DEVOLUY",342,True,1006.0,46.82,53.18,14.73,15.19,21.07,23.76,16.07,9.18
05166,Serres,ARNOUX,Jacques,M,LDVG,"Jacques Arnoux,  Une nouvelle ambition pour Serres",75,False,1252.0,52.98,47.02,13.02,11.67,14.47,20.36,19.39,21.09
05166,Serres,CLAVEL-MAYER,Arlette,F,LDVG,Ensemble,163,True,1252.0,52.98,47.02,13.02,11.67,14.47,20.36,19.39,21.09
05166,Serres,MATHIEU,Bernard,M,LDVG,Une �nergie nouvelle pour Serres,320,True,1252.0,52.98,47.02,13.02,11.67,14.47,20.36,19.39,21.09
05166,Serres,BOTTASSO,Myriam,F,LDVD,Serres � la lumi�re du futur,235,True,1252.0,52.98,47.02,13.02,11.67,14.47,20.36,19.39,21.09
06010,Le Bar-sur-Loup,KERMORGANT,Claude,F,LDIV,"REUSSIR DEMAIN, AVEC VOUS",613,True,2998.0,49.95,50.05,18.79,15.05,18.18,22.18,15.02,10.78
06010,Le Bar-sur-Loup,RIBERO,Richard,M,LDVD,RICHARD RIBERO,802,True,2998.0,49.95,50.05,18.79,15.05,18.18,22.18,15.02,10.78
06012,Beausoleil,SPINELLI,G�rard,M,LDIV,GERARD SPINELLI,2701,True,13618.0,52.65,47.35,17.04,18.9,20.85,22.14,12.59,8.48
06012,Beausoleil,GUITARD,Jean-Jacques,M,LFN,BEAUSOLEIL BLEU MARINE,1140,True,13618.0,52.65,47.35,17.04,18.9,20.85,22.14,12.59,8.48
06018,Biot,DEBRAS,Guilaine,F,LDIV,BIOT REUNIE AVEC GUILAINE DEBRAS,2439,True,9976.0,49.79,50.21,17.92,19.16,19.35,22.97,13.3,7.29
06018,Biot,DERMIT,Jean-Pierre,M,LUMP,RESTONS FORTS POUR BIOT,2335,True,9976.0,49.79,50.21,17.92,19.16,19.35,22.97,13.3,7.29
06029,Cannes,LISNARD,David,M,LDVD,UNE NOUVELLE ENERGIE POUR CANNES,16613,True,73744.0,54.43,45.57,13.64,14.77,16.78,18.83,18.21,17.77
06029,Cannes,TABAROT,Philippe,M,LDVD,"PHILIPPE TABAROT ""CANNES C'EST VOUS",7348,True,73744.0,54.43,45.57,13.64,14.77,16.78,18.83,18.21,17.77
06029,Cannes,DORTEN,Catherine,F,LFN,CANNES BLEU MARINE,4209,True,73744.0,54.43,45.57,13.64,14.77,16.78,18.83,18.21,17.77
06033,Carros,CHARLES,Christine,F,LUG,carros unie et plurielle,2012,True,11955.0,51.87,48.13,20.43,18.07,18.56,21.52,14.26,7.16
06033,Carros,SCIBETTA,Charles,M,LDVG,Un nouvel �lan pour CARROS,2244,True,11955.0,51.87,48.13,20.43,18.07,18.56,21.52,14.26,7.16
06033,Carros,BORNE,Estelle,F,LUMP,carros cap sur l'avenir,424,True,11955.0,51.87,48.13,20.43,18.07,18.56,21.52,14.26,7.16
06033,Carros,THOORIS,Michel,M,LFN,RASSEMBLEMENT BLEU MARINE POUR CARROS,1001,True,11955.0,51.87,48.13,20.43,18.07,18.56,21.52,14.26,7.16
06044,La Colle-sur-Loup,HELY,Pierre,M,LDVG,LA COLLE A GAUCHE,344,True,7932.0,51.74,48.26,17.48,14.79,16.71,22.98,17.36,10.69
06044,La Colle-sur-Loup,BERKESSE,Christian,M,LUDI,la colle y gagne,1470,True,7932.0,51.74,48.26,17.48,14.79,16.71,22.98,17.36,10.69
06044,La Colle-sur-Loup,MION,Jean Bernard,M,LUMP,la colle ensemble,2102,True,7932.0,51.74,48.26,17.48,14.79,16.71,22.98,17.36,10.69
06044,La Colle-sur-Loup,LIGONIE,Bruno,M,LFN,LA COLLE BLEU MARINE,397,True,7932.0,51.74,48.26,17.48,14.79,16.71,22.98,17.36,10.69
06064,Gatti�res,GUIT,Pascale,F,LDIV,GATTIERES A VENIR,1128,True,4108.0,51.15,48.85,16.9,15.46,16.76,21.49,17.69,11.7
06064,Gatti�res,TRUGLIO,Jean-Michel,M,LDIV,MIEUX VIVRE A GATTIERES,1105,True,4108.0,51.15,48.85,16.9,15.46,16.76,21.49,17.69,11.7
06069,Grasse,EUZIERE,Paul,M,LDIV,"GRASSE A TOUS, ENSEMBLE ET AUTREMENT AVEC P. EUZIERE, Ph. E. De FONTMICHEL, S. CASSARINI",7341,True,50409.0,51.56,48.44,18.96,17.3,19.85,19.85,13.97,10.07
06069,Grasse,VIAUD,J�r�me,M,LUD,UN NOUVEL ELAN POUR GRASSE AVEC JEROME VIAUD,7883,True,50409.0,51.56,48.44,18.96,17.3,19.85,19.85,13.97,10.07
06069,Grasse,DEGIOANNI,Jean-Marc,M,LFN,RASSEMBLEMENT BLEU MARINE POUR GRASSE,3784,True,50409.0,51.56,48.44,18.96,17.3,19.85,19.85,13.97,10.07
06083,Menton,GERARD,Pascale,F,LDVG,MENTONNAIS ENSEMBLE,1974,True,28563.0,54.1,45.9,14.72,14.19,17.26,20.43,18.04,15.36
06083,Menton,GUIBAL,Jean-Claude,M,LUD,UNIS POUR MENTON,5720,True,28563.0,54.1,45.9,14.72,14.19,17.26,20.43,18.04,15.36
06083,Menton,NOVELLI,Patrice,M,LDVD,RASSEMBLEMENT REPUBLICAIN MENTONNAIS,1740,True,28563.0,54.1,45.9,14.72,14.19,17.26,20.43,18.04,15.36
06083,Menton,SCHENARDI,Lydia,F,LFN,RASSEMBLEMENT BLEU MARINE POUR MENTON,3427,True,28563.0,54.1,45.9,14.72,14.19,17.26,20.43,18.04,15.36
06088,Nice,ALLEMAND,Patrick,M,LUG,UN AUTRE AVENIR POUR NICE,20033,True,343895.0,53.26,46.74,15.5,18.65,18.48,18.59,15.79,12.98
06088,Nice,BETTATI,Olivier,M,LDIV,MON PARTI C'EST NICE,13947,True,343895.0,53.26,46.74,15.5,18.65,18.48,18.59,15.79,12.98
06088,Nice,ESTROSI,Christian,M,LUD,NICE ENSEMBLE,54573,True,343895.0,53.26,46.74,15.5,18.65,18.48,18.59,15.79,12.98
06088,Nice,ARNAUTU,Marie Christine,F,LFN,NICE BLEU MARINE,23691,True,343895.0,53.26,46.74,15.5,18.65,18.48,18.59,15.79,12.98
06090,P�gomas,FERRERO,B�atrice,F,LDIV,6 ANS POUR VOUS ET AVEC VOUS,787,True,7783.0,51.42,48.58,18.37,16.8,20.27,21.43,13.68,9.45
06090,P�gomas,PIBOU,Gilbert,M,LDVD,PEGOMAS 2014,1777,True,7783.0,51.42,48.58,18.37,16.8,20.27,21.43,13.68,9.45
06090,P�gomas,RIOUX,St�phane,M,LFN,RASSEMBLEMENT BLEU MARINE POUR PEGOMAS,1169,True,7783.0,51.42,48.58,18.37,16.8,20.27,21.43,13.68,9.45
06095,Peymeinade,BROUSTEAU,Fran�oise,F,LDIV,BIEN VIVRE A PEYMEINADE,1674,True,8060.0,52.45,47.55,16.64,14.02,16.71,21.07,18.59,12.97
06095,Peymeinade,TROUCHE,Eliette,F,LUMP,ENSEMBLE POUR UN AVENIR MA�TRISE,717,True,8060.0,52.45,47.55,16.64,14.02,16.71,21.07,18.59,12.97
06095,Peymeinade,DELHOMEZ,G�rard,M,LDVD,UNION POUR PEYMEINADE,1893,True,8060.0,52.45,47.55,16.64,14.02,16.71,21.07,18.59,12.97
06108,La Roquette-sur-Siagne,KOZIELLO,Stanislas,M,LDIV,J'AIME LA ROQUETTE,377,True,5378.0,50.74,49.26,17.92,16.94,19.1,22.61,15.09,8.34
06108,La Roquette-sur-Siagne,ROATTA,Andr�,M,LUMP,AGIR POUR UN VILLAGE MODELE,1296,True,5378.0,50.74,49.26,17.92,16.94,19.1,22.61,15.09,8.34
06108,La Roquette-sur-Siagne,ORTEGA,Christian,M,LDVD,UNIS POUR LA ROQUETTE,927,True,5378.0,50.74,49.26,17.92,16.94,19.1,22.61,15.09,8.34
06118,Saint-C�zaire-sur-Siagne,BLANC,Claude,M,LDIV,saint cezaire passionnement,1195,True,3930.0,50.03,49.97,18.35,15.63,17.34,22.71,16.36,9.62
06118,Saint-C�zaire-sur-Siagne,GOLETTO,Jean-Pierre,M,LDIV,AVEC VOUS ! POUR SAINT-CEZAIRE,335,True,3930.0,50.03,49.97,18.35,15.63,17.34,22.71,16.36,9.62
06118,Saint-C�zaire-sur-Siagne,PAIS,Thierry,M,LDIV,L'ENERGIE DU RENOUVEAU,470,True,3930.0,50.03,49.97,18.35,15.63,17.34,22.71,16.36,9.62
06118,Saint-C�zaire-sur-Siagne,FONCEL,Bastien,M,LFN,SAINT-CEZAIRE BLEU MARINE,250,True,3930.0,50.03,49.97,18.35,15.63,17.34,22.71,16.36,9.62
06122,Saint-Jeannet,NIRASCOU,G�rard,M,LDIV,SAINT-JEANNET 2014/2020,1063,True,4030.0,50.07,49.93,17.29,15.67,16.96,22.84,16.36,10.88
